id	params
4300	q=jersey uss people further&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 2}}
4301	q=film thumb&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 6}}
4302	q=wikiproject over however&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 60,mincount : 4}}
4303	q=lower subdivision_type2&fq=title:(editorial made)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 1}}
4304	q=discussion party new external&fq=title:(portal name)&rows=44&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 46,mincount : 6}}
4305	q=awards desk made infobox&fq=title:(archive list)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 2}}
4306	q=2009 all than&fq=title:(military first)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 3}}
4307	q=winners 2000&fq=description:(noticeboard utc)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 4}}
4308	q=university national&rows=82&start=27&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 5}}
4309	q=james album category one&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 34,mincount : 4}}
4310	q=biography title 2009&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 4}}
4311	q=january august like&fq=title:(requests more)&rows=71&start=14&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 2}}
4312	q=adminship articles see&fq=title:(national utc)&rows=91&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 2}}
4313	q=music template time some&rows=10&start=5&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 5}}
4314	q=articles user&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 60,mincount : 3}}
4315	q=freiherr kurt world which&rows=90&start=90&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 67,mincount : 6}}
4316	q=template battle article publisher&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 48,mincount : 2}}
4317	q=people film while&fq=title:(desk subsequent)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 22,mincount : 2}}
4318	q=2nd references first&fq=title:(template category)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 2}}
4319	q=awards february namespace&fq=title:(2008 your)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 30,mincount : 4}}
4320	q=arbitration desk three after&fq=description:(file title)&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 81,mincount : 7}}
4321	q=airport where list&fq=description:(editorial june)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 5}}
4322	q=legislative scott 2007&fq=title:(2008 wikipedia)&rows=37&start=18&json.facet={titles : {type : terms,field : description_t_sort,limit : 25,mincount : 4}}
4323	q=film later&fq=title:(apr coibot)&rows=75&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 31,mincount : 1}}
4324	q=football war&fq=description:(version states)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 38,mincount : 2}}
4325	q=class south&rows=3&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 79,mincount : 3}}
4326	q=peer web&rows=99&start=49&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 21,mincount : 1}}
4327	q=article high what during&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 3}}
4328	q=south american last people&rows=95&start=13&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 1}}
4329	q=texas states year&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 2}}
4330	q=related used&fq=description:(reference talk)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 37,mincount : 2}}
4331	q=historic war during over&fq=title:(approval diff)&rows=15&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 74,mincount : 9}}
4332	q=school college&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 15,mincount : 2}}
4333	q=international 2009 august&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 7}}
4334	q=arbitration summary&fq=title:(biography one)&rows=48&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 43,mincount : 2}}
4335	q=portal states cite&rows=90&start=15&json.facet={titles : {type : terms,field : title_t_sort,limit : 22,mincount : 9}}
4336	q=2008 log new&rows=90&start=45&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 33,mincount : 5}}
4337	q=list discussion summary&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 6}}
4338	q=william list well september&fq=description:(log one)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 4}}
4339	q=deletion party can&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 30,mincount : 4}}
4340	q=summer class&fq=description:(john links)&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 5}}
4341	q=candidates archive image&fq=description:(2007 further)&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
4342	q=north later information&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 40,mincount : 3}}
4343	q=november being which&rows=7&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 4}}
4344	q=editorial 2008 january reflist&fq=title:(council after)&rows=10&start=1&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 51,mincount : 3}}
4345	q=portal template well&fq=description:(article use)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 1}}
4346	q=2007 log world&fq=title:(apr action)&rows=99&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
4347	q=tournament rugby other&rows=65&start=65&json.facet={titles : {type : terms,field : title_t_sort,limit : 35,mincount : 1}}
4348	q=files page 2008&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 5}}
4349	q=district games more&fq=title:(wikipedia national)&rows=17&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 49,mincount : 1}}
4350	q=list october url&rows=9&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 2}}
4351	q=wikipedia 2006&fq=description:(wikipedia national)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 21,mincount : 6}}
4352	q=william men's 2007&fq=description:(related wikipedia)&rows=10&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 2}}
4353	q=help mediation review&rows=29&start=4&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 1}}
4354	q=dispute european article&fq=title:(archives first)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 4}}
4355	q=did more&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 5}}
4356	q=1.0 list comments importance&rows=98&start=98&json.facet={titles : {type : terms,field : description_t_sort,limit : 26,mincount : 10}}
4357	q=archives band being part&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 1}}
4358	q=july 2009&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 6}}
4359	q=stub march archived&fq=title:(2009 oldid)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 2}}
4360	q=2002 wikiproject which national&rows=57&start=57&json.facet={titles : {type : terms,field : description_t_sort,limit : 34,mincount : 2}}
4361	q=politics south before national&fq=title:(archives utc)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 2}}
4362	q=national league teams&rows=59&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 1}}
4363	q=world year 2006&fq=description:(category deletion)&rows=10&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 37,mincount : 2}}
4364	q=football coireports december&fq=title:(2006 edit)&rows=96&start=48&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 54,mincount : 6}}
4365	q=events game anchorencode&fq=description:(requests talk)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 47,mincount : 1}}
4366	q=states assessed&rows=68&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 62,mincount : 3}}
4367	q=candidates 2004 end&fq=title:(templates deletion)&rows=41&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 2}}
4368	q=log reference action&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 1}}
4369	q=james city&rows=51&start=7&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 3}}
4370	q=committee only&fq=description:(2008 article)&rows=81&start=11&json.facet={titles : {type : terms,field : title_t_sort,limit : 59,mincount : 1}}
4371	q=series university out can&fq=description:(1.0 quality)&rows=79&start=15&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 4}}
4372	q=david some see&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 1}}
4373	q=log very&rows=10&start=5&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 51,mincount : 3}}
4374	q=music july two&fq=title:(requests which)&rows=14&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 1}}
4375	q=seasons adminship headings&fq=title:(version oldid)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 71,mincount : 3}}
4376	q=infobox name archived&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 51,mincount : 5}}
4377	q=archive new information&rows=5&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 1}}
4378	q=editorial category&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 70,mincount : 2}}
4379	q=peer album last&fq=description:(wikipedia links)&rows=67&start=67&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 4}}
4380	q=all stations defaultsort&fq=description:(template wikipedia)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 8}}
4381	q=episodes deletion 2009 see&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 42,mincount : 1}}
4382	q=township historic class&fq=title:(coireports category)&rows=56&start=28&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 7}}
4383	q=file april articles&fq=title:(file page)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 5}}
4384	q=elections special&fq=title:(archive1 please)&rows=83&start=83&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 6}}
4385	q=2005 show series talk&fq=title:(jpg other)&rows=9&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 63,mincount : 7}}
4386	q=elections arbitration many&rows=51&start=51&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 54,mincount : 2}}
4387	q=washington 2005&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 40,mincount : 3}}
4388	q=olympics william 2006&fq=title:(school article)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 37,mincount : 8}}
4389	q=2006 currently&fq=description:(apr special)&rows=79&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 23,mincount : 6}}
4390	q=robert http accessdate&fq=title:(archives references)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 58,mincount : 3}}
4391	q=spam links all name&rows=82&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 50,mincount : 4}}
4392	q=parliament politician&rows=48&start=24&json.facet={titles : {type : terms,field : description_t_sort,limit : 75,mincount : 4}}
4393	q=biography over&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 76,mincount : 5}}
4394	q=school list last comments&rows=48&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 3}}
4395	q=division history three&rows=40&start=13&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 3}}
4396	q=reference template national where&fq=description:(archive image)&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 60,mincount : 1}}
4397	q=template pagename deletion&fq=description:(high category)&rows=21&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 24,mincount : 1}}
4398	q=season film two&rows=81&start=81&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 6}}
4399	q=2006 reference image which&fq=title:(deletion 2009)&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 2}}
4400	q=creation template news about&rows=24&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 2}}
4401	q=review infobox references&fq=title:(jpg which)&rows=93&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
4402	q=2010 first publisher&fq=description:(portal stub)&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 1}}
4403	q=football american&fq=title:(file url)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 1}}
4404	q=band both any&fq=description:(football cite)&rows=73&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 3}}
4405	q=importance assessment archive subsequent&fq=description:(list year)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 49,mincount : 4}}
4406	q=paul john many&fq=description:(2006 article's)&rows=68&start=13&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 3}}
4407	q=asteroids new years&fq=description:(featured which)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 1}}
4408	q=award file work states&fq=description:(york date)&rows=26&start=13&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 1}}
4409	q=featured living&fq=description:(list more)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 1}}
4410	q=democratic before&rows=99&start=14&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 2}}
4411	q=school 2010 nomination&rows=88&start=44&json.facet={titles : {type : terms,field : description_t_sort,limit : 48,mincount : 5}}
4412	q=missing infobox articles&fq=description:(log deletion)&rows=60&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 10}}
4413	q=arbitration game july&rows=37&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 2}}
4414	q=george infobox&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 3}}
4415	q=history articles references&fq=description:(administrators http)&rows=33&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 1}}
4416	q=statements admin&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 2}}
4417	q=new university general&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
4418	q=2009 2010 during talk&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 17,mincount : 5}}
4419	q=editorial district some&fq=description:(film after)&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 6}}
4420	q=2006 2009 page&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 7}}
4421	q=language administrators articles special&rows=88&start=22&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 76,mincount : 9}}
4422	q=john requests three made&rows=36&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 5}}
4423	q=rugby women's team play&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 3}}
4424	q=season league accessdate football&fq=description:(creation 2009)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 1}}
4425	q=template red april publisher&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 5}}
4426	q=2008 player national&fq=title:(articles association)&rows=10&start=1&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 29,mincount : 6}}
4427	q=july archives john right&rows=41&start=13&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 39,mincount : 3}}
4428	q=football many which&rows=57&start=19&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 72,mincount : 1}}
4429	q=2004 accessdate city&rows=21&start=21&json.facet={titles : {type : terms,field : description_t_sort,limit : 41,mincount : 8}}
4430	q=state index.php high&fq=title:(john united)&rows=18&start=18&json.facet={titles : {type : terms,field : title_t_sort,limit : 34,mincount : 2}}
4431	q=michael creation out history&rows=57&start=57&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 50,mincount : 1}}
4432	q=virginia web early&fq=title:(quality page)&rows=18&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 30,mincount : 1}}
4433	q=adminship style&rows=62&start=20&json.facet={titles : {type : terms,field : description_t_sort,limit : 21,mincount : 6}}
4434	q=album format subsequent&fq=description:(version 2006)&rows=99&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 66,mincount : 10}}
4435	q=archive entertainment wikipedia&rows=87&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 63,mincount : 7}}
4436	q=william list united general&fq=title:(candidates review)&rows=28&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 30,mincount : 3}}
4437	q=von featured school&rows=12&start=6&json.facet={titles : {type : terms,field : title_t_sort,limit : 58,mincount : 9}}
4438	q=national 2001&fq=title:(calendar templates)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 1}}
4439	q=league most user&fq=title:(jpg next)&rows=26&start=8&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 3}}
4440	q=league tropical years&rows=5&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 1}}
4441	q=missing british 2006&fq=description:(nomination preserved)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 39,mincount : 3}}
4442	q=james more&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 2}}
4443	q=candidates state like&fq=title:(list two)&rows=70&start=70&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 4}}
4444	q=michael charles article about&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 29,mincount : 1}}
4445	q=highways george 2008 see&fq=description:(jpg title)&rows=14&start=14&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 68,mincount : 1}}
4446	q=wikiproject must links&fq=title:(approval diff)&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 32,mincount : 1}}
4447	q=venues states html&fq=description:(2008 article's)&rows=10&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 1}}
4448	q=creation august index.php&rows=38&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 33,mincount : 3}}
4449	q=reference requests 2005 while&fq=title:(1.0 all)&rows=10&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 1}}
4450	q=cup links&fq=title:(2009 name)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 20,mincount : 5}}
4451	q=editorial australia december news&rows=17&start=17&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 5}}
4452	q=2009 reflist class&rows=92&start=92&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 1}}
4453	q=team united&fq=title:(2006 see)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 4}}
4454	q=pennsylvania railway known 2007&fq=title:(archive log)&rows=75&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 65,mincount : 3}}
4455	q=assistance comment&rows=50&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 58,mincount : 1}}
4456	q=british source september&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 41,mincount : 2}}
4457	q=william june page new&rows=12&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 2}}
4458	q=2006 template archives see&fq=title:(article history)&rows=57&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 7}}
4459	q=science right just&fq=description:(listings which)&rows=57&start=57&json.facet={titles : {type : terms,field : description_t_sort,limit : 15,mincount : 2}}
4460	q=0.0380081 0.47134 2007 monitored&fq=title:(team club)&rows=88&start=44&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 67,mincount : 1}}
4461	q=creation american use&fq=description:(1.0 image)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 45,mincount : 1}}
4462	q=paul magazine page after&rows=79&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 4}}
4463	q=college wikipedia u.s high&rows=41&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 25,mincount : 2}}
4464	q=archive title name&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 2}}
4465	q=template list three&fq=description:(quality image)&rows=43&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
4466	q=august year&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 5}}
4467	q=editorial most other&fq=title:(desk oldid)&rows=31&start=31&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 2}}
4468	q=wrestling wikitable two&rows=70&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 6}}
4469	q=world links&rows=52&start=17&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 1}}
4470	q=log new city&fq=title:(investigations talk)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 5}}
4471	q=high utc&fq=description:(category date)&rows=48&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 3}}
4472	q=articles school located&fq=description:(quality football)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 41,mincount : 8}}
4473	q=championship played&fq=title:(wikiproject april)&rows=4&start=4&json.facet={titles : {type : terms,field : description_t_sort,limit : 30,mincount : 5}}
4474	q=committee history where pages&fq=description:(file which)&rows=94&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 3}}
4475	q=march review above&fq=description:(team wikiproject)&rows=81&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 17,mincount : 2}}
4476	q=miscellaneous cite publisher&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 1}}
4477	q=puppets puppets see&rows=17&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 89,mincount : 7}}
4478	q=2005 including&fq=title:(coireports 2008)&rows=10&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 2}}
4479	q=george years where&rows=30&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
4480	q=battle york other american&fq=description:(football links)&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 7}}
4481	q=american than people&fq=description:(coireports list)&rows=7&start=3&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 65,mincount : 2}}
4482	q=england 2010 two&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 7}}
4483	q=history jpg december title&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 2}}
4484	q=linkreports template assessment importance&rows=72&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 9}}
4485	q=war music comments&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 22,mincount : 3}}
4486	q=science user out&fq=description:(desk user)&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 1}}
4487	q=log category&rows=6&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 2}}
4488	q=football 2nd url year&rows=91&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 75,mincount : 2}}
4489	q=david city people&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 50,mincount : 10}}
4490	q=reference all known&fq=description:(league 2008)&rows=50&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 96,mincount : 1}}
4491	q=football historic defaultsort image&rows=38&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 31,mincount : 2}}
4492	q=requests subsequent&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 30,mincount : 1}}
4493	q=article article category&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 6}}
4494	q=1.0 september see made&fq=title:(states page)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 1}}
4495	q=articles college after&rows=45&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 5}}
4496	q=states special last&fq=title:(arbitration see)&rows=10&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 64,mincount : 1}}
4497	q=spam class september type&rows=71&start=11&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 5}}
4498	q=cup cite&fq=title:(february new)&rows=19&start=19&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 2}}
4499	q=high american&rows=75&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 7}}
